sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
die bauern sind klein und sind klein,-28.628862380981445,-24.483230590820312,-28.050756454467773,-34.9097785949707,-32.076141357421875,-32.76262283325195,-30.464019775390625,-27.09716033935547,-31.182037353515625,-36.14967727661133,-33.28358459472656,-34.64460754394531,-19.674116134643555,-16.42864418029785,-16.815513610839844,-23.66856575012207,-21.672908782958984,-21.600635528564453
die bauern sind klein und ist klein,-29.458765029907227,-27.11817169189453,-27.712331771850586,-38.94356155395508,-36.341522216796875,-36.98918914794922,-32.03075408935547,-28.49533462524414,-30.58910369873047,-40.26560592651367,-38.449859619140625,-38.2103385925293,-20.011871337890625,-18.29706382751465,-22.50101089477539,-25.68511962890625,-22.853925704956055,-24.87285804748535
die bauern sind klein und sind groß,-30.395780563354492,-26.751956939697266,-31.33623504638672,-34.31242752075195,-32.065162658691406,-34.26020812988281,-32.96658706665039,-29.356124877929688,-34.25264358520508,-35.80253982543945,-32.878623962402344,-35.81978225708008,-22.122486114501953,-20.316009521484375,-20.33376693725586,-24.84083366394043,-21.781286239624023,-22.52688217163086
die bauern sind klein und ist groß,-30.439409255981445,-28.070110321044922,-30.19460105895996,-38.49527359008789,-36.56273651123047,-38.06068420410156,-33.88815689086914,-28.821861267089844,-33.438194274902344,-40.20492172241211,-37.66185760498047,-38.57283401489258,-21.6728515625,-22.05493927001953,-23.65557098388672,-27.93360710144043,-23.024330139160156,-25.110214233398438
die bauern sind klein und sind alt,-35.31895446777344,-30.927494049072266,-35.45170974731445,-35.881465911865234,-35.30303955078125,-36.973785400390625,-37.02557373046875,-34.01956558227539,-40.974178314208984,-37.28687286376953,-36.50555419921875,-38.44046401977539,-29.36064910888672,-27.607784271240234,-28.717424392700195,-24.92938804626465,-21.894983291625977,-21.919132232666016
die bauern sind klein und ist alt,-34.781700134277344,-31.560375213623047,-34.142879486083984,-40.510555267333984,-38.89576721191406,-40.67561721801758,-36.56044387817383,-32.20534133911133,-38.74518966674805,-41.65266799926758,-40.64398193359375,-41.05599594116211,-28.053070068359375,-29.84408187866211,-30.896982192993164,-26.748271942138672,-23.619218826293945,-25.36907386779785
die bauern sind klein und sind jung,-36.126251220703125,-32.021324157714844,-36.6943473815918,-35.26656723022461,-33.81991958618164,-35.505313873291016,-35.756439208984375,-36.6812629699707,-41.14310073852539,-36.18545913696289,-34.737022399902344,-37.125362396240234,-30.01011085510254,-27.65288543701172,-29.824678421020508,-27.813987731933594,-24.58901596069336,-22.48273468017578
die bauern sind klein und ist jung,-36.38988494873047,-34.285728454589844,-35.930091857910156,-39.8967399597168,-38.25169372558594,-40.36037826538086,-36.307804107666016,-37.71131134033203,-40.18039321899414,-40.65571975708008,-39.68897247314453,-41.05970001220703,-29.380210876464844,-31.835275650024414,-32.25746154785156,-31.238908767700195,-26.744873046875,-26.139619827270508
die chirurgen sind klein und schwimmen,-50.59678649902344,-49.12395477294922,-47.28327560424805,-23.58106231689453,-22.3674259185791,-27.074460983276367,-56.219478607177734,-62.45983123779297,-62.27394104003906,-24.483253479003906,-22.698331832885742,-26.90127182006836,-52.8604621887207,-52.375709533691406,-51.1036376953125,-35.98380661010742,-39.1126594543457,-38.69169235229492
die chirurgen sind klein und schwimmt,-54.47802734375,-51.75529098510742,-48.99833679199219,-24.627613067626953,-25.33465576171875,-29.936967849731445,-60.89258575439453,-66.23191833496094,-66.5462646484375,-24.815820693969727,-26.857046127319336,-30.870494842529297,-55.06427001953125,-53.48868179321289,-54.892494201660156,-41.68782043457031,-43.55474090576172,-42.96854782104492
die chirurgen sind klein und lachen,-50.36198806762695,-49.84011459350586,-47.027809143066406,-29.228471755981445,-28.342899322509766,-28.410776138305664,-57.3232421875,-61.072418212890625,-61.211669921875,-32.08794403076172,-29.02346420288086,-28.722869873046875,-45.236629486083984,-48.54184341430664,-44.436927795410156,-40.34392547607422,-42.567020416259766,-41.11311721801758
die chirurgen sind klein und lacht,-52.751914978027344,-50.55624008178711,-48.92146301269531,-32.728153228759766,-30.857177734375,-34.387447357177734,-60.44703674316406,-62.92362976074219,-64.91748809814453,-34.852813720703125,-32.42765808105469,-35.26619338989258,-50.70777130126953,-49.378807067871094,-51.91727066040039,-40.46445846557617,-43.7319221496582,-40.51306915283203
die chirurgen sind klein und sprechen,-51.01905059814453,-49.611244201660156,-49.792240142822266,-29.796180725097656,-28.685832977294922,-28.16805076599121,-55.985008239746094,-61.62531280517578,-63.22503662109375,-32.60460662841797,-30.527454376220703,-29.494253158569336,-47.5472526550293,-44.74787139892578,-45.87911605834961,-35.989418029785156,-37.87063217163086,-35.561729431152344
die chirurgen sind klein und spricht,-53.40009689331055,-50.169700622558594,-48.17158889770508,-29.281543731689453,-27.225093841552734,-28.9544734954834,-58.26103210449219,-62.928794860839844,-63.398868560791016,-32.209224700927734,-29.226219177246094,-30.860971450805664,-48.78779983520508,-49.84730911254883,-48.23066711425781,-41.17591857910156,-43.51357650756836,-40.02213668823242
die chirurgen sind klein und sind klein,-47.930442810058594,-45.847076416015625,-43.521305084228516,-30.647048950195312,-28.563325881958008,-30.150257110595703,-52.054317474365234,-57.321006774902344,-57.21733093261719,-31.4974308013916,-30.069854736328125,-31.35015296936035,-37.81122589111328,-38.35850524902344,-36.084991455078125,-37.4078369140625,-35.19749450683594,-34.70838928222656
die chirurgen sind klein und ist klein,-48.28998565673828,-47.8192253112793,-42.92716598510742,-33.134185791015625,-31.993473052978516,-34.22491455078125,-53.95664596557617,-58.04667282104492,-57.56998825073242,-34.32893371582031,-33.99385070800781,-36.15934371948242,-42.40975570678711,-40.891754150390625,-42.199249267578125,-39.36872863769531,-37.04365539550781,-38.29030227661133
die chirurgen sind klein und sind groß,-49.419639587402344,-47.726661682128906,-46.69407272338867,-30.210853576660156,-28.276100158691406,-30.721899032592773,-54.95085525512695,-59.09379577636719,-58.537322998046875,-31.53695297241211,-29.497398376464844,-31.870967864990234,-41.69949722290039,-41.931434631347656,-40.496925354003906,-38.31734085083008,-35.42433166503906,-35.85391616821289
die chirurgen sind klein und ist groß,-49.4454231262207,-48.403934478759766,-45.35312271118164,-32.42949676513672,-31.95642852783203,-34.24864196777344,-56.4344367980957,-58.036434173583984,-58.50082015991211,-33.943328857421875,-33.49755859375,-35.68540954589844,-44.92457580566406,-44.6435546875,-43.943138122558594,-41.18001937866211,-36.984886169433594,-38.57621383666992
die chirurgen sind klein und sind alt,-53.10015869140625,-50.20399475097656,-49.23507308959961,-32.07426071166992,-31.39238929748535,-33.432682037353516,-56.66025161743164,-60.867767333984375,-63.58607482910156,-32.86449432373047,-32.42106628417969,-34.19862747192383,-47.031288146972656,-47.62881088256836,-46.68131637573242,-37.30942916870117,-35.22768783569336,-34.822654724121094
die chirurgen sind klein und ist alt,-52.80613708496094,-49.8298454284668,-47.464839935302734,-34.78288650512695,-34.15494155883789,-36.452484130859375,-57.6770133972168,-59.22330093383789,-62.77385330200195,-35.491539001464844,-35.598087310791016,-37.30367660522461,-48.355350494384766,-50.31964874267578,-49.47386932373047,-39.280662536621094,-37.09391784667969,-38.31814956665039
die chirurgen sind klein und sind jung,-53.65582275390625,-51.007469177246094,-50.22017288208008,-30.781213760375977,-30.89723777770996,-31.76129722595215,-55.416988372802734,-63.84330749511719,-64.56318664550781,-31.706096649169922,-32.18634796142578,-32.69383239746094,-47.18156814575195,-46.46318817138672,-47.34741973876953,-41.356998443603516,-39.00918960571289,-36.85432434082031
die chirurgen sind klein und ist jung,-53.74321746826172,-52.426639556884766,-48.60441970825195,-33.426429748535156,-34.312522888183594,-36.20079040527344,-56.1180534362793,-64.35269927978516,-64.4909439086914,-33.781211853027344,-35.89607238769531,-37.35358428955078,-50.401283264160156,-51.03548812866211,-50.97890090942383,-44.78831481933594,-41.25498962402344,-40.69099044799805
die senatoren sind klein und schwimmen,-48.15293502807617,-44.97865676879883,-52.92144775390625,-29.631093978881836,-31.041276931762695,-31.57415199279785,-56.55108642578125,-55.13202667236328,-59.19401931762695,-31.806413650512695,-32.06631851196289,-32.538818359375,-57.92717742919922,-57.82171630859375,-56.516883850097656,-24.644760131835938,-24.757593154907227,-25.725116729736328
die senatoren sind klein und schwimmt,-50.82130813598633,-47.297611236572266,-54.18069839477539,-31.20444679260254,-34.78572082519531,-34.09926986694336,-61.14109420776367,-58.37416076660156,-63.75738525390625,-32.6046142578125,-37.70439910888672,-36.05107116699219,-59.68364715576172,-60.21376037597656,-58.85523986816406,-30.055931091308594,-28.094404220581055,-29.941158294677734
die senatoren sind klein und lachen,-47.5910758972168,-43.3998908996582,-51.383811950683594,-36.010643005371094,-38.229248046875,-34.76683807373047,-56.8767204284668,-51.182952880859375,-57.78960037231445,-40.570274353027344,-38.8424186706543,-35.88123321533203,-50.73912048339844,-53.84284973144531,-47.3744010925293,-30.328292846679688,-28.134899139404297,-30.830265045166016
die senatoren sind klein und lacht,-49.2119026184082,-44.528682708740234,-54.289554595947266,-38.918907165527344,-38.07201385498047,-38.930686950683594,-57.24253845214844,-52.746070861816406,-61.32700729370117,-41.53728485107422,-39.36271667480469,-40.64630126953125,-59.216270446777344,-54.83485412597656,-53.12212371826172,-29.407798767089844,-30.525962829589844,-29.28216552734375
die senatoren sind klein und sprechen,-48.28278732299805,-44.69295120239258,-54.33298110961914,-36.01118087768555,-37.28266906738281,-32.871925354003906,-55.10053253173828,-53.302490234375,-59.344383239746094,-39.50995635986328,-38.22511291503906,-33.59721374511719,-52.072227478027344,-50.95140838623047,-48.9433708190918,-27.569040298461914,-25.264453887939453,-25.309612274169922
die senatoren sind klein und spricht,-51.08356857299805,-45.39530563354492,-52.679691314697266,-35.4882926940918,-36.6636962890625,-35.04254913330078,-58.465179443359375,-54.33522033691406,-60.233150482177734,-38.86438751220703,-38.88936233520508,-36.73338317871094,-52.68157958984375,-53.89380645751953,-51.59365463256836,-31.32617950439453,-30.21232795715332,-30.402759552001953
die senatoren sind klein und sind klein,-44.480533599853516,-39.85139083862305,-47.9944953918457,-37.674949645996094,-38.327545166015625,-35.803977966308594,-50.523681640625,-47.34901809692383,-53.66178894042969,-39.57178497314453,-39.16394805908203,-37.99723815917969,-42.196407318115234,-42.36539840698242,-38.85381317138672,-26.43470573425293,-21.574901580810547,-23.608585357666016
die senatoren sind klein und ist klein,-45.02891540527344,-41.27861404418945,-49.02992630004883,-40.212669372558594,-42.36022186279297,-39.880859375,-52.255897521972656,-47.297264099121094,-55.59450912475586,-42.659488677978516,-44.793678283691406,-41.49652099609375,-46.85682678222656,-45.190059661865234,-44.05934143066406,-27.662755966186523,-22.576475143432617,-27.62196922302246
die senatoren sind klein und sind groß,-46.384857177734375,-41.92890167236328,-50.21418762207031,-36.20458984375,-37.647064208984375,-36.39125442504883,-52.929595947265625,-49.4638671875,-54.57667541503906,-38.08258056640625,-37.777801513671875,-38.866539001464844,-45.138999938964844,-44.883155822753906,-43.38471221923828,-27.38718032836914,-21.90089225769043,-24.90904426574707
die senatoren sind klein und ist groß,-46.1621208190918,-42.583343505859375,-49.98535919189453,-39.063682556152344,-41.859256744384766,-39.62759780883789,-53.3128547668457,-47.87767791748047,-55.959774017333984,-41.52764129638672,-43.342960357666016,-41.15284729003906,-48.34450149536133,-47.62200927734375,-45.65758514404297,-29.63039779663086,-22.699634552001953,-28.16026496887207
die senatoren sind klein und sind alt,-51.317535400390625,-45.41313171386719,-53.960514068603516,-39.38035583496094,-41.47089385986328,-39.80462646484375,-56.616886138916016,-53.618221282958984,-58.681331634521484,-41.23374938964844,-41.72380447387695,-41.36174774169922,-52.43661117553711,-53.73878479003906,-51.80830764770508,-27.820148468017578,-23.01797103881836,-25.436866760253906
die senatoren sind klein und ist alt,-50.86344909667969,-45.31686019897461,-53.304718017578125,-42.705291748046875,-45.06059265136719,-43.239990234375,-56.53668212890625,-51.41320037841797,-59.2685661315918,-44.72519302368164,-47.152015686035156,-43.80937194824219,-54.46421813964844,-55.63655090332031,-53.06017303466797,-28.874271392822266,-24.238441467285156,-29.899892807006836
die senatoren sind klein und sind jung,-51.052818298339844,-46.4207649230957,-54.99488830566406,-38.26121520996094,-41.68939971923828,-39.62102508544922,-55.25626754760742,-55.64974594116211,-60.093936920166016,-39.812744140625,-42.30656814575195,-41.30134201049805,-52.32648849487305,-51.785823822021484,-52.11747741699219,-31.942344665527344,-26.543521881103516,-25.876564025878906
die senatoren sind klein und ist jung,-51.26466369628906,-48.14292907714844,-54.7039680480957,-41.59394073486328,-45.72175598144531,-43.8185920715332,-56.18325424194336,-56.24149703979492,-61.71898651123047,-43.574283599853516,-47.75437927246094,-44.614173889160156,-55.81111145019531,-55.920108795166016,-54.32672119140625,-34.488136291503906,-28.233196258544922,-30.58053970336914
die lehrer sind klein und schwimmen,-34.09885787963867,-33.95664596557617,-32.75836944580078,-32.503963470458984,-35.003662109375,-33.30113220214844,-35.66261291503906,-36.40358352661133,-35.58469009399414,-34.22798538208008,-34.65183639526367,-34.827720642089844,-31.284210205078125,-33.63367462158203,-33.76716995239258,-29.202016830444336,-32.93088150024414,-30.549610137939453
die lehrer sind klein und schwimmt,-37.61866760253906,-36.48512649536133,-34.31566619873047,-34.64568328857422,-37.69740295410156,-36.593360900878906,-39.996986389160156,-40.495052337646484,-40.557891845703125,-36.23893356323242,-39.60102844238281,-38.63652801513672,-33.193206787109375,-36.49462127685547,-38.550254821777344,-34.277320861816406,-37.15637969970703,-35.61486053466797
die lehrer sind klein und lachen,-32.24492645263672,-31.44601821899414,-31.085683822631836,-39.499637603759766,-40.51441192626953,-36.04344940185547,-32.723167419433594,-30.690126419067383,-32.15614700317383,-42.41446304321289,-41.44762420654297,-38.45159149169922,-24.42870330810547,-30.148513793945312,-27.361116409301758,-34.91529846191406,-34.84164810180664,-35.32014465332031
die lehrer sind klein und lacht,-33.18425750732422,-32.79037094116211,-32.9937744140625,-42.768795013427734,-44.27605438232422,-41.86158752441406,-33.602760314941406,-33.40177536010742,-34.20522689819336,-46.37538528442383,-45.93168258666992,-44.14291763305664,-28.793251037597656,-30.896862030029297,-33.89512634277344,-34.076473236083984,-36.41765213012695,-34.631492614746094
die lehrer sind klein und sprechen,-32.262054443359375,-29.514820098876953,-33.22819137573242,-36.425941467285156,-38.850128173828125,-32.81611633300781,-31.58057975769043,-30.20572280883789,-32.97211456298828,-38.22237777709961,-39.81721878051758,-35.497222900390625,-22.328895568847656,-23.66881561279297,-24.460256576538086,-27.849105834960938,-26.553569793701172,-25.26834487915039
die lehrer sind klein und spricht,-34.25809097290039,-31.164417266845703,-30.941987991333008,-37.524227142333984,-38.499794006347656,-34.94959259033203,-33.222930908203125,-33.14701461791992,-31.91354751586914,-39.75568771362305,-40.326698303222656,-38.00836944580078,-26.16937828063965,-28.884010314941406,-29.810197830200195,-32.917991638183594,-33.513267517089844,-31.60662078857422
die lehrer sind klein und sind klein,-29.56960678100586,-27.282596588134766,-27.366361618041992,-38.739410400390625,-40.58001708984375,-35.82007598876953,-28.862977981567383,-26.652801513671875,-28.764690399169922,-39.84476089477539,-41.61159896850586,-40.1238899230957,-15.274665832519531,-19.39285659790039,-18.491619110107422,-28.772628784179688,-26.921022415161133,-26.9594783782959
die lehrer sind klein und ist klein,-29.387065887451172,-29.322227478027344,-27.1878604888916,-41.56991195678711,-44.51354217529297,-39.2066650390625,-29.573097229003906,-30.767988204956055,-29.64309310913086,-42.84601974487305,-46.227325439453125,-42.195220947265625,-20.347126007080078,-23.44341468811035,-25.575679779052734,-30.20061683654785,-28.6298828125,-30.563312530517578
die lehrer sind klein und sind groß,-31.83576202392578,-29.67371940612793,-30.651174545288086,-38.3746452331543,-41.464691162109375,-36.991485595703125,-30.73789405822754,-28.960769653320312,-31.513273239135742,-39.74135971069336,-42.080101013183594,-41.48737335205078,-18.025074005126953,-23.042095184326172,-24.08792495727539,-30.033430099487305,-26.86787223815918,-28.207603454589844
die lehrer sind klein und ist groß,-31.406341552734375,-30.498321533203125,-29.350244522094727,-41.311824798583984,-45.508277893066406,-39.87902069091797,-31.688522338867188,-31.07547950744629,-31.272369384765625,-43.54256057739258,-46.48173904418945,-42.408565521240234,-21.95058822631836,-26.7492618560791,-28.660762786865234,-32.70256805419922,-28.618314743041992,-31.278345108032227
die lehrer sind klein und sind alt,-35.980506896972656,-32.5301513671875,-33.85325241088867,-38.83687973022461,-42.59495544433594,-39.22687530517578,-33.568084716796875,-32.29814529418945,-36.62785339355469,-40.37977981567383,-43.83984375,-43.02968215942383,-23.19588851928711,-28.341419219970703,-29.972801208496094,-29.59732437133789,-26.312824249267578,-26.754840850830078
die lehrer sind klein und ist alt,-34.88709259033203,-31.922924041748047,-31.88150978088379,-42.645809173583984,-45.87871551513672,-41.67933654785156,-32.852298736572266,-31.834821701049805,-34.461402893066406,-44.58768081665039,-47.31548309326172,-43.59992599487305,-26.53302764892578,-32.13291931152344,-33.648311614990234,-30.818811416625977,-28.178647994995117,-30.242950439453125
die lehrer sind klein und sind jung,-36.60248565673828,-33.26740646362305,-35.12264633178711,-38.3664436340332,-42.159576416015625,-38.058555603027344,-30.518264770507812,-34.702266693115234,-36.6930046081543,-39.02151870727539,-43.29819869995117,-41.62712097167969,-23.817312240600586,-26.819087982177734,-30.775959014892578,-32.41455078125,-29.5604248046875,-26.994171142578125
die lehrer sind klein und ist jung,-36.40863037109375,-34.946475982666016,-33.764625549316406,-41.45188522338867,-45.690773010253906,-41.83135986328125,-31.26548194885254,-36.53150177001953,-36.592613220214844,-42.38784408569336,-47.03553771972656,-43.322574615478516,-28.28204345703125,-32.81513595581055,-35.809974670410156,-35.51720428466797,-31.9761962890625,-30.853662490844727
die kunden sind klein und schwimmen,-33.571693420410156,-35.08552932739258,-32.81781005859375,-31.032794952392578,-29.777942657470703,-31.261201858520508,-39.39369583129883,-38.515560150146484,-39.24606704711914,-31.962200164794922,-29.875593185424805,-30.675914764404297,-34.53395080566406,-35.10321807861328,-34.2465705871582,-24.17137908935547,-25.665019989013672,-25.557958602905273
die kunden sind klein und schwimmt,-37.20946502685547,-37.0472526550293,-35.20663833618164,-33.18340301513672,-34.620609283447266,-34.05644226074219,-43.50175476074219,-43.82008361816406,-43.78759765625,-35.07290267944336,-36.92180633544922,-33.88966369628906,-35.733184814453125,-34.148197174072266,-37.28305435180664,-29.24205780029297,-30.155134201049805,-30.06839370727539
die kunden sind klein und lachen,-32.081275939941406,-35.580570220947266,-32.56459426879883,-36.98835754394531,-36.31548309326172,-32.8349609375,-37.26133728027344,-37.60157012939453,-37.5654182434082,-40.195037841796875,-37.39715576171875,-33.16402816772461,-28.096519470214844,-29.11977767944336,-25.111888885498047,-29.39201545715332,-29.478776931762695,-30.44228744506836
die kunden sind klein und lacht,-33.9432487487793,-35.65232467651367,-33.79318618774414,-39.86875915527344,-38.18918991088867,-38.54096221923828,-37.57177734375,-40.24785232543945,-38.93819046020508,-41.476890563964844,-39.43824005126953,-38.40314865112305,-33.01276397705078,-30.400020599365234,-32.37736892700195,-29.19017219543457,-30.79069709777832,-29.452404022216797
die kunden sind klein und sprechen,-33.30873107910156,-35.594112396240234,-36.27018356323242,-36.83465576171875,-35.029266357421875,-33.06117248535156,-36.51174545288086,-38.2581787109375,-40.272769927978516,-39.659034729003906,-36.62139129638672,-33.559505462646484,-30.972354888916016,-26.082763671875,-27.61184310913086,-25.980165481567383,-26.38585662841797,-26.189449310302734
die kunden sind klein und spricht,-35.85340118408203,-35.471435546875,-34.523765563964844,-37.27199935913086,-35.480255126953125,-35.9060173034668,-39.22722244262695,-40.886871337890625,-40.10618591308594,-40.249027252197266,-36.809364318847656,-35.9398193359375,-32.68041229248047,-30.96649742126465,-29.5029239654541,-29.649993896484375,-30.631183624267578,-29.20516586303711
die kunden sind klein und sind klein,-30.016721725463867,-31.1712703704834,-28.86064910888672,-37.51324462890625,-35.6025390625,-34.56243896484375,-33.15869903564453,-34.758018493652344,-33.65614700317383,-39.03200149536133,-36.77949523925781,-34.92139434814453,-19.549362182617188,-19.39887809753418,-17.252317428588867,-25.75210189819336,-22.95050048828125,-24.39356803894043
die kunden sind klein und ist klein,-30.324853897094727,-32.756736755371094,-28.81769561767578,-40.70856475830078,-40.72746276855469,-39.3400993347168,-34.44175720214844,-37.65106201171875,-34.791629791259766,-43.23371124267578,-42.162696838378906,-38.95305633544922,-22.835521697998047,-20.765445709228516,-22.127227783203125,-27.11031150817871,-23.971080780029297,-28.180877685546875
die kunden sind klein und sind groß,-31.716703414916992,-32.936676025390625,-32.46773910522461,-37.24037551879883,-35.527870178222656,-35.66939163208008,-35.18833923339844,-35.81034851074219,-35.64671325683594,-38.785888671875,-36.795814514160156,-36.10779571533203,-23.4197940826416,-22.913410186767578,-21.882827758789062,-26.7398681640625,-23.643932342529297,-25.61785888671875
die kunden sind klein und ist groß,-31.31534767150879,-33.26551055908203,-31.654651641845703,-40.351768493652344,-40.792911529541016,-39.90547180175781,-35.92880630493164,-36.443519592285156,-36.77003479003906,-43.085411071777344,-41.71539306640625,-39.4454231262207,-25.72205352783203,-24.601930618286133,-23.946678161621094,-29.22026824951172,-24.306074142456055,-28.766027450561523
die kunden sind klein und sind alt,-36.3504753112793,-35.910438537597656,-35.58928680419922,-38.81208419799805,-38.67832565307617,-38.38475799560547,-38.11851119995117,-38.5820426940918,-41.03225326538086,-39.59157180786133,-40.21533966064453,-38.261329650878906,-30.62895965576172,-31.793546676635742,-29.566326141357422,-26.627538681030273,-24.480558395385742,-25.42662811279297
die kunden sind klein und ist alt,-35.17998504638672,-35.26496124267578,-34.23088836669922,-42.4111442565918,-43.319026947021484,-42.54376220703125,-37.51361846923828,-38.294403076171875,-40.42482376098633,-44.05936050415039,-45.03022766113281,-40.97240447998047,-31.401933670043945,-33.300506591796875,-30.639631271362305,-27.972532272338867,-25.448177337646484,-29.186031341552734
die kunden sind klein und sind jung,-37.05061340332031,-36.48746109008789,-36.68859100341797,-38.315956115722656,-37.56298828125,-37.3870849609375,-37.47417449951172,-41.16463088989258,-41.26942443847656,-39.128684997558594,-38.860015869140625,-37.71808624267578,-30.461912155151367,-30.746341705322266,-30.36008071899414,-30.30529022216797,-27.661293029785156,-25.974655151367188
die kunden sind klein und ist jung,-36.631011962890625,-37.57207489013672,-35.575931549072266,-41.98122024536133,-43.0341682434082,-42.37116241455078,-38.43870544433594,-42.64760208129883,-42.039695739746094,-43.5836296081543,-44.4495849609375,-41.677425384521484,-33.25224304199219,-34.34323501586914,-32.531593322753906,-33.14398956298828,-29.08051109313965,-30.07924461364746
die polizisten sind klein und schwimmen,-32.466888427734375,-32.06791687011719,-32.079559326171875,-28.143165588378906,-26.859487533569336,-27.638710021972656,-36.430477142333984,-42.4913444519043,-39.378089904785156,-28.325143814086914,-25.740755081176758,-26.848127365112305,-32.00223159790039,-29.99174690246582,-31.254959106445312,-28.580110549926758,-30.422203063964844,-32.333003997802734
die polizisten sind klein und schwimmt,-36.225852966308594,-33.5398063659668,-35.05455017089844,-30.29506492614746,-30.328227996826172,-30.574451446533203,-41.37993621826172,-46.676055908203125,-44.493003845214844,-29.534433364868164,-31.127384185791016,-30.59357452392578,-34.016326904296875,-32.638282775878906,-35.194820404052734,-33.568973541259766,-34.60664367675781,-36.356292724609375
die polizisten sind klein und lachen,-31.160337448120117,-30.793495178222656,-30.241243362426758,-34.24351501464844,-32.33478927612305,-28.837827682495117,-34.16407012939453,-38.56965637207031,-35.92115020751953,-35.91084671020508,-32.18024826049805,-28.985647201538086,-25.239280700683594,-29.261531829833984,-26.599605560302734,-33.70531463623047,-34.54960632324219,-36.28144073486328
die polizisten sind klein und lacht,-31.71058464050293,-30.172815322875977,-32.90142822265625,-37.47127151489258,-34.85934829711914,-35.278804779052734,-34.0758056640625,-38.058876037597656,-38.567298889160156,-38.06260681152344,-35.76433563232422,-35.15204620361328,-25.631912231445312,-28.831893920898438,-28.822980880737305,-33.275569915771484,-35.821189880371094,-35.35905456542969
die polizisten sind klein und sprechen,-32.97303771972656,-32.60340118408203,-34.79051971435547,-33.062557220458984,-31.818557739257812,-27.60723876953125,-34.79536819458008,-41.698551177978516,-40.63843536376953,-34.64195251464844,-31.819683074951172,-28.825151443481445,-25.793121337890625,-25.154747009277344,-28.135311126708984,-28.910110473632812,-27.21707534790039,-30.733718872070312
die polizisten sind klein und spricht,-35.426597595214844,-33.014041900634766,-33.28239440917969,-34.537899017333984,-31.61130142211914,-30.561878204345703,-37.558570861816406,-44.224002838134766,-39.813541412353516,-35.67521286010742,-31.828781127929688,-31.958492279052734,-26.711395263671875,-28.884782791137695,-31.781648635864258,-34.088775634765625,-34.91633224487305,-35.47087860107422
die polizisten sind klein und sind klein,-29.699703216552734,-29.13111114501953,-29.335100173950195,-35.80598068237305,-33.910369873046875,-30.2054443359375,-32.06511306762695,-39.49082946777344,-34.016334533691406,-35.461124420166016,-34.11537170410156,-31.624908447265625,-16.4947452545166,-21.16463851928711,-19.766372680664062,-29.221311569213867,-26.4558048248291,-29.475770950317383
die polizisten sind klein und ist klein,-30.317249298095703,-29.725587844848633,-29.28282356262207,-40.15372085571289,-38.326751708984375,-34.889625549316406,-32.877471923828125,-39.25383758544922,-34.88900375366211,-40.28789138793945,-39.350303649902344,-35.59151077270508,-20.822696685791016,-23.287784576416016,-28.010696411132812,-30.561674118041992,-27.83329200744629,-32.74309158325195
die polizisten sind klein und sind groß,-31.861621856689453,-31.208433151245117,-32.797000885009766,-34.4965934753418,-33.625423431396484,-30.913799285888672,-34.77247619628906,-41.68116760253906,-36.21207809448242,-34.27796173095703,-33.342071533203125,-32.52008819580078,-18.950374603271484,-24.18094825744629,-24.191478729248047,-29.793148040771484,-26.49907684326172,-30.431407928466797
die polizisten sind klein und ist groß,-31.624683380126953,-30.516170501708984,-31.664281845092773,-38.827613830566406,-38.30508804321289,-35.16990661621094,-35.794036865234375,-39.237037658691406,-35.98564147949219,-39.230979919433594,-38.513004302978516,-35.77617263793945,-21.936363220214844,-25.948694229125977,-29.225234985351562,-31.978124618530273,-27.57575798034668,-32.88346862792969
die polizisten sind klein und sind alt,-37.07841110229492,-35.32502746582031,-35.47185516357422,-35.648372650146484,-36.604652404785156,-33.51721954345703,-37.13766860961914,-46.70087432861328,-41.9288444519043,-35.114784240722656,-37.2123908996582,-34.916015625,-24.3082332611084,-30.243717193603516,-29.58522605895996,-29.114280700683594,-26.887725830078125,-29.755393981933594
die polizisten sind klein und ist alt,-36.18189239501953,-33.35627746582031,-33.97350311279297,-40.745460510253906,-40.57728576660156,-37.36670684814453,-37.48849868774414,-43.98356628417969,-40.50734329223633,-40.3131103515625,-41.76473617553711,-37.424415588378906,-25.56092643737793,-31.633298873901367,-32.632205963134766,-30.508821487426758,-28.02394676208496,-33.07257080078125
die polizisten sind klein und sind jung,-37.855831146240234,-35.34528732299805,-36.68443298339844,-34.836421966552734,-35.617740631103516,-32.74962615966797,-36.714664459228516,-47.923797607421875,-41.69743728637695,-33.76622772216797,-35.49449920654297,-34.16630935668945,-23.495481491088867,-28.615596771240234,-28.68008804321289,-32.801734924316406,-30.338523864746094,-31.013553619384766
