sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
le garde retourne,-21.17815399169922,-21.074119567871094,-20.950687408447266,-21.404991149902344,-19.540611267089844,-23.026214599609375,-24.453052520751953,-28.797719955444336,-26.66864013671875,-28.535297393798828,-22.779296875,-27.685794830322266,-20.030731201171875,-21.422748565673828,-19.817142486572266,-24.578411102294922,-26.378894805908203,-29.942928314208984
le garde retournent,-33.028480529785156,-30.920595169067383,-26.978878021240234,-28.780338287353516,-24.882307052612305,-31.10862159729004,-37.61772537231445,-41.27249526977539,-36.030670166015625,-34.06435775756836,-29.877290725708008,-31.906085968017578,-23.206981658935547,-24.50501823425293,-24.469985961914062,-36.622222900390625,-38.50993728637695,-39.048423767089844
le ministre est vieux,-24.380496978759766,-24.01323127746582,-24.951068878173828,-26.10116195678711,-26.271440505981445,-26.275127410888672,-27.246177673339844,-25.92141342163086,-25.415058135986328,-30.495975494384766,-33.15758514404297,-30.040359497070312,-33.29397964477539,-31.245582580566406,-29.586219787597656,-42.69894790649414,-41.03498077392578,-39.10655212402344
le ministre sont vieux,-32.27606201171875,-30.21800422668457,-33.446861267089844,-32.228580474853516,-31.889793395996094,-31.131420135498047,-31.42554473876953,-32.67796325683594,-37.28017044067383,-38.57215881347656,-38.29690933227539,-35.898712158203125,-35.5045280456543,-35.22652053833008,-34.301055908203125,-50.470088958740234,-49.6427001953125,-48.30736541748047
le ministre est jeune,-25.20382308959961,-24.256376266479492,-26.52054214477539,-22.552324295043945,-24.666706085205078,-25.315570831298828,-29.61249542236328,-29.598346710205078,-24.85681915283203,-24.513404846191406,-25.614330291748047,-29.032949447631836,-27.39850616455078,-24.482664108276367,-27.380321502685547,-45.427791595458984,-41.304481506347656,-43.57981491088867
le ministre sont jeunes,-39.48393249511719,-35.7501220703125,-40.00359344482422,-30.503110885620117,-30.150375366210938,-31.684173583984375,-44.76799774169922,-46.044830322265625,-42.22137451171875,-34.21453094482422,-34.092529296875,-36.162506103515625,-30.9010066986084,-29.864099502563477,-32.485328674316406,-61.878353118896484,-59.22599792480469,-55.02302932739258
le ministre est petit,-23.684955596923828,-24.91219139099121,-23.43790054321289,-22.950374603271484,-22.988998413085938,-23.00342559814453,-27.96977996826172,-30.099010467529297,-23.542991638183594,-23.285541534423828,-25.242088317871094,-23.31854248046875,-30.776613235473633,-29.03205108642578,-27.902917861938477,-44.84514617919922,-39.63913345336914,-40.962745666503906
le ministre sont petits,-31.038955688476562,-27.54356575012207,-31.58296775817871,-29.809978485107422,-31.293704986572266,-30.027305603027344,-31.419933319091797,-35.30122756958008,-33.33305358886719,-32.658416748046875,-32.44655227661133,-33.15852355957031,-30.677396774291992,-29.2707462310791,-30.739646911621094,-42.513946533203125,-42.24101257324219,-38.925960540771484
le ministre est grand,-23.088960647583008,-23.842844009399414,-23.41985511779785,-22.24578094482422,-21.65631103515625,-24.075237274169922,-29.915664672851562,-28.14449691772461,-23.67200469970703,-24.317459106445312,-23.589088439941406,-28.315967559814453,-26.93656349182129,-25.6256103515625,-26.544322967529297,-40.042423248291016,-40.84975051879883,-41.61546325683594
le ministre sont grands,-29.833576202392578,-27.250995635986328,-31.124372482299805,-28.725927352905273,-28.899686813354492,-30.023990631103516,-27.943523406982422,-30.34044075012207,-34.55141067504883,-30.864599227905273,-30.61167335510254,-33.7725830078125,-27.795503616333008,-26.713367462158203,-28.073505401611328,-40.54855728149414,-39.94544982910156,-38.895423889160156
le ministre déménage,-25.108348846435547,-27.571537017822266,-25.931724548339844,-48.94368362426758,-52.530433654785156,-54.801063537597656,-33.527374267578125,-30.873638153076172,-31.2502384185791,-58.16898727416992,-69.17509460449219,-67.45501708984375,-65.84992980957031,-67.00432586669922,-70.93698120117188,-36.101280212402344,-40.166587829589844,-37.1829833984375
le ministre déménagent,-30.781814575195312,-32.26068878173828,-34.657936096191406,-54.52862548828125,-60.17383575439453,-57.698665618896484,-31.565017700195312,-36.544677734375,-32.82716369628906,-56.849281311035156,-75.61446380615234,-80.72643280029297,-61.901302337646484,-71.30923461914062,-74.23636627197266,-39.13599395751953,-43.29061508178711,-50.32508850097656
le ministre parle,-23.065292358398438,-22.93390655517578,-22.752117156982422,-17.890830993652344,-18.64432144165039,-17.78162956237793,-26.623884201049805,-23.979103088378906,-25.17168617248535,-20.135757446289062,-19.804441452026367,-20.220455169677734,-21.510595321655273,-25.074024200439453,-23.83533477783203,-39.771484375,-36.906429290771484,-37.29320526123047
le ministre parlent,-26.54892349243164,-26.829742431640625,-29.02817153930664,-25.569299697875977,-23.048717498779297,-23.1866397857666,-29.00848388671875,-28.293804168701172,-33.4578742980957,-28.331035614013672,-23.740724563598633,-27.23787498474121,-27.897743225097656,-27.177717208862305,-26.5909481048584,-43.2547721862793,-42.00678634643555,-45.574729919433594
le ministre retourne,-24.016246795654297,-25.645130157470703,-26.11623764038086,-18.615028381347656,-18.657344818115234,-18.76651954650879,-26.657840728759766,-27.71860122680664,-28.14893341064453,-20.170454025268555,-20.198257446289062,-21.77275848388672,-23.293338775634766,-22.465538024902344,-21.372478485107422,-36.314579010009766,-39.65209197998047,-42.09941864013672
le ministre retournent,-31.109323501586914,-30.58831787109375,-30.611431121826172,-23.85228729248047,-23.842966079711914,-24.691675186157227,-33.787330627441406,-34.96219253540039,-33.188716888427734,-23.507604598999023,-30.822038650512695,-27.703073501586914,-23.757719039916992,-25.41790008544922,-21.280033111572266,-37.03264236450195,-39.602745056152344,-45.29433059692383
le cadre est vieux,-21.998498916625977,-21.00220489501953,-19.468353271484375,-26.654380798339844,-26.420894622802734,-26.392070770263672,-31.120849609375,-25.338937759399414,-27.38878059387207,-28.35854721069336,-29.343685150146484,-30.882938385009766,-29.715957641601562,-26.478668212890625,-29.045719146728516,-31.944156646728516,-25.359127044677734,-22.904769897460938
le cadre sont vieux,-31.36655616760254,-28.642791748046875,-28.393220901489258,-34.35239028930664,-30.50415802001953,-31.578351974487305,-37.420196533203125,-33.4239501953125,-38.760414123535156,-37.519439697265625,-33.907257080078125,-37.04541778564453,-33.84379196166992,-30.410375595092773,-35.11076354980469,-40.99095916748047,-33.10032653808594,-34.03676223754883
le cadre est jeune,-22.369430541992188,-21.137004852294922,-20.73473358154297,-26.089950561523438,-26.430950164794922,-26.999624252319336,-33.125274658203125,-24.11113739013672,-29.108196258544922,-29.121082305908203,-28.552635192871094,-30.287586212158203,-29.260032653808594,-27.087337493896484,-27.65984344482422,-32.18387985229492,-28.30459976196289,-27.15530776977539
le cadre sont jeunes,-35.5428581237793,-34.723960876464844,-37.87721252441406,-33.5689697265625,-30.710723876953125,-33.250213623046875,-42.640098571777344,-42.17591094970703,-53.65975570678711,-36.871315002441406,-33.805450439453125,-36.64684295654297,-29.569622039794922,-29.95395851135254,-31.627960205078125,-41.68385314941406,-41.072635650634766,-34.39994812011719
le cadre est petit,-21.001436233520508,-20.18404769897461,-18.617542266845703,-23.24333381652832,-23.005836486816406,-23.223020553588867,-28.30539321899414,-21.921117782592773,-27.048965454101562,-24.385269165039062,-25.29023551940918,-24.332828521728516,-26.336633682250977,-24.08796501159668,-23.401187896728516,-29.168869018554688,-24.651226043701172,-22.536569595336914
le cadre sont petits,-28.907663345336914,-26.111541748046875,-25.72793197631836,-32.152435302734375,-30.30838394165039,-31.873645782470703,-38.22564697265625,-31.534015655517578,-35.74159622192383,-35.474098205566406,-31.479724884033203,-34.41619873046875,-26.75143051147461,-26.073360443115234,-27.490509033203125,-30.073375701904297,-25.4613037109375,-21.364227294921875
le cadre est grand,-20.279266357421875,-19.82073402404785,-17.709911346435547,-22.58984375,-22.81951904296875,-23.090892791748047,-30.776803970336914,-24.632923126220703,-25.718891143798828,-25.556392669677734,-24.038827896118164,-26.247146606445312,-24.317829132080078,-23.4891414642334,-22.007219314575195,-27.728057861328125,-25.978139877319336,-22.382841110229492
le cadre sont grands,-27.769309997558594,-25.147743225097656,-24.448705673217773,-30.412189483642578,-27.849727630615234,-30.619901657104492,-34.70712661743164,-27.143978118896484,-31.4718074798584,-32.9276123046875,-30.970224380493164,-33.3857307434082,-26.159587860107422,-23.83515167236328,-26.247257232666016,-29.186126708984375,-24.299524307250977,-20.6295108795166
le cadre déménage,-22.825946807861328,-24.968053817749023,-24.840816497802734,-48.85785675048828,-53.00857162475586,-48.91888427734375,-30.436094284057617,-36.290504455566406,-35.83328628540039,-57.83397674560547,-65.89974975585938,-60.843387603759766,-73.66077423095703,-73.2435531616211,-72.90788269042969,-23.67020606994629,-26.972923278808594,-23.748254776000977
le cadre déménagent,-29.800851821899414,-30.0142765045166,-31.64765167236328,-55.645362854003906,-61.25065612792969,-52.623355865478516,-34.18933868408203,-34.868038177490234,-37.63522720336914,-59.77981948852539,-73.04170989990234,-73.1978759765625,-72.33280944824219,-79.45784759521484,-76.38823699951172,-31.811553955078125,-32.50708770751953,-36.76948928833008
le cadre parle,-20.359201431274414,-20.519960403442383,-19.80625343322754,-20.65687370300293,-22.83212661743164,-21.720176696777344,-24.8577823638916,-26.020511627197266,-23.850624084472656,-21.49979019165039,-24.162282943725586,-23.120742797851562,-22.484397888183594,-22.411672592163086,-21.135892868041992,-28.71141815185547,-26.050933837890625,-26.255374908447266
le cadre parlent,-23.725255966186523,-23.358577728271484,-24.29967498779297,-25.957622528076172,-24.666648864746094,-23.07555389404297,-28.32487678527832,-28.933082580566406,-26.120851516723633,-30.889095306396484,-30.798349380493164,-24.471328735351562,-26.009302139282227,-26.13493537902832,-25.454376220703125,-32.78153991699219,-28.218889236450195,-29.339826583862305
le cadre retourne,-20.765958786010742,-21.26024627685547,-21.6063289642334,-22.46017074584961,-23.789581298828125,-22.300350189208984,-25.341861724853516,-26.286237716674805,-28.493366241455078,-24.798044204711914,-23.609994888305664,-24.724437713623047,-28.67402458190918,-26.201391220092773,-24.061893463134766,-19.918155670166016,-21.58319854736328,-21.12895965576172
le cadre retournent,-30.04738998413086,-28.88477325439453,-27.189041137695312,-28.302284240722656,-25.624725341796875,-26.361980438232422,-33.14580154418945,-39.05450439453125,-37.89207458496094,-31.584909439086914,-28.719223022460938,-29.792001724243164,-25.507457733154297,-25.05506134033203,-24.63730239868164,-29.973087310791016,-25.60633087158203,-29.90335464477539
l' adjoint est vieux,-42.93708419799805,-39.870750427246094,-39.498050689697266,-33.12041473388672,-35.69933319091797,-35.15719985961914,-53.892921447753906,-35.64826202392578,-45.10683059692383,-36.56676483154297,-34.15970230102539,-39.145748138427734,-37.66150665283203,-37.2375602722168,-36.68187713623047,-50.78607177734375,-54.492279052734375,-54.97294998168945
l' adjoint sont vieux,-46.9322395324707,-43.42341613769531,-41.800968170166016,-39.49433135986328,-39.573944091796875,-41.32883071899414,-64.00005340576172,-39.04924774169922,-52.89433288574219,-43.19080352783203,-39.644065856933594,-45.42319107055664,-44.43596267700195,-41.86885070800781,-43.721065521240234,-55.11844253540039,-57.91225051879883,-60.77025604248047
l' adjoint est jeune,-42.39189529418945,-41.98705291748047,-40.8928108215332,-30.186485290527344,-33.486328125,-32.862884521484375,-51.21115493774414,-39.084564208984375,-45.447975158691406,-31.176605224609375,-29.939199447631836,-34.38750457763672,-29.57103157043457,-29.38024139404297,-33.189903259277344,-50.576393127441406,-53.77266311645508,-50.71292495727539
l' adjoint sont jeunes,-49.40901565551758,-47.33844757080078,-46.92028045654297,-37.03449249267578,-37.782997131347656,-41.0700798034668,-61.49730682373047,-51.03601837158203,-65.30699920654297,-37.880374908447266,-36.73473358154297,-42.76118850708008,-39.05403137207031,-38.720523834228516,-43.151187896728516,-68.8680419921875,-71.13872528076172,-70.48712158203125
l' adjoint est petit,-40.39145278930664,-40.31452178955078,-34.85498809814453,-29.58312225341797,-33.08458709716797,-31.54595375061035,-42.561981201171875,-37.11857604980469,-37.0062255859375,-29.315080642700195,-30.70723533630371,-33.134727478027344,-33.436336517333984,-33.53312683105469,-32.04083251953125,-47.096961975097656,-54.623924255371094,-52.04916763305664
l' adjoint sont petits,-44.56203079223633,-43.113426208496094,-39.0968132019043,-37.21762466430664,-39.49723434448242,-39.60010528564453,-58.66314697265625,-42.659095764160156,-49.285438537597656,-37.307029724121094,-38.533668518066406,-40.294944763183594,-38.68478775024414,-38.573787689208984,-39.10011291503906,-44.102664947509766,-53.49042510986328,-51.04351806640625
l' adjoint est grand,-40.03290939331055,-39.79151153564453,-36.673118591308594,-28.477981567382812,-32.25492858886719,-30.764631271362305,-46.423614501953125,-38.597023010253906,-40.599761962890625,-31.444068908691406,-30.016136169433594,-34.21007537841797,-34.42032241821289,-32.60919952392578,-32.07553482055664,-49.374725341796875,-52.8944206237793,-55.18240737915039
l' adjoint sont grands,-43.20167922973633,-42.2806396484375,-38.478519439697266,-35.84113311767578,-36.790916442871094,-40.156211853027344,-56.38081359863281,-39.94877624511719,-47.15205383300781,-36.44717788696289,-36.15282440185547,-41.48314666748047,-38.140419006347656,-35.541664123535156,-38.533226013183594,-46.3380126953125,-50.924068450927734,-51.46511459350586
l' adjoint déménage,-38.078433990478516,-36.86591339111328,-36.36051559448242,-57.87967300415039,-65.25788879394531,-57.96214294433594,-52.957000732421875,-35.336891174316406,-48.04571533203125,-65.73075866699219,-82.86241912841797,-71.91883850097656,-78.22416687011719,-76.44239807128906,-80.65260314941406,-65.57281494140625,-64.91960906982422,-62.40510177612305
l' adjoint déménagent,-43.96500778198242,-41.97899627685547,-41.02833938598633,-63.69422149658203,-72.58973693847656,-60.14042663574219,-55.391143798828125,-41.883750915527344,-47.50935363769531,-66.0952377319336,-90.02670288085938,-81.75005340576172,-75.12679290771484,-82.27555847167969,-84.93550109863281,-56.06032180786133,-63.25929260253906,-63.583465576171875
l' adjoint parle,-34.934043884277344,-36.336177825927734,-33.66352844238281,-25.059133529663086,-30.57971954345703,-29.069509506225586,-41.6759033203125,-32.00137710571289,-40.53525161743164,-26.986148834228516,-30.771541595458984,-32.45379638671875,-31.214588165283203,-29.274831771850586,-34.27262496948242,-49.074806213378906,-51.1203727722168,-52.19245529174805
l' adjoint parlent,-37.94495391845703,-35.97078323364258,-36.31098937988281,-34.523284912109375,-36.864471435546875,-37.98883056640625,-47.49968719482422,-33.25123977661133,-41.509578704833984,-38.921573638916016,-41.4743537902832,-44.49559020996094,-36.145050048828125,-33.66269302368164,-35.30611038208008,-52.616127014160156,-52.589576721191406,-56.82644271850586
l' adjoint retourne,-38.11813735961914,-37.73759460449219,-34.15998077392578,-26.464237213134766,-30.997032165527344,-27.886106491088867,-49.641990661621094,-36.60821533203125,-40.79494857788086,-26.70934295654297,-31.464876174926758,-29.613842010498047,-25.819652557373047,-28.089584350585938,-27.793466567993164,-51.47512435913086,-50.35400390625,-55.59579086303711
l' adjoint retournent,-46.64567184448242,-44.36286163330078,-38.09429168701172,-34.401512145996094,-35.649654388427734,-37.152000427246094,-61.759559631347656,-44.771575927734375,-53.37062454223633,-37.00358581542969,-42.351768493652344,-39.19361877441406,-35.667083740234375,-34.99611282348633,-34.21281814575195,-61.52691650390625,-65.6143569946289,-69.32192993164062
le chauffeur de taxi est vieux,-37.32280731201172,-35.06133270263672,-36.614768981933594,-33.8873176574707,-32.93494415283203,-35.53266906738281,-48.941436767578125,-40.62113952636719,-48.582340240478516,-37.48939514160156,-33.298179626464844,-32.36845397949219,-38.766448974609375,-33.89325714111328,-34.53596115112305,-52.29682159423828,-40.615440368652344,-34.57056427001953
le chauffeur de taxi sont vieux,-43.222042083740234,-41.73606872558594,-41.92113494873047,-33.49840545654297,-32.900386810302734,-37.85222625732422,-57.27753448486328,-50.33891677856445,-50.24782180786133,-39.6065788269043,-33.137603759765625,-38.062965393066406,-43.39111328125,-37.65907287597656,-37.44709396362305,-56.47831726074219,-46.584503173828125,-42.83827590942383
le chauffeur de taxi est jeune,-37.00979232788086,-35.24323654174805,-37.68840026855469,-31.19170570373535,-31.77560043334961,-32.9271240234375,-47.72003936767578,-43.586753845214844,-49.31072235107422,-32.61830520629883,-30.66851806640625,-28.544151306152344,-36.81426239013672,-32.55569839477539,-33.47256851196289,-53.398406982421875,-41.486534118652344,-39.455562591552734
le chauffeur de taxi sont jeunes,-46.402957916259766,-48.70499038696289,-47.38509750366211,-32.834930419921875,-32.16577911376953,-37.59037780761719,-61.701053619384766,-65.9983139038086,-60.835845947265625,-35.85887908935547,-30.30593490600586,-35.35588836669922,-40.09212112426758,-35.748878479003906,-37.671138763427734,-64.54830169677734,-59.10285949707031,-52.279319763183594
le chauffeur de taxi est petit,-37.00899124145508,-36.855735778808594,-38.02383041381836,-29.99883270263672,-29.650760650634766,-33.03367233276367,-51.2664680480957,-43.58802032470703,-49.91923141479492,-32.90577697753906,-30.914474487304688,-28.89934539794922,-33.882286071777344,-30.53009796142578,-31.2612361907959,-53.474815368652344,-42.793601989746094,-34.3320198059082
le chauffeur de taxi sont petits,-41.663902282714844,-39.817237854003906,-41.42155838012695,-30.910179138183594,-31.281158447265625,-36.486297607421875,-58.62751007080078,-51.095027923583984,-47.0323486328125,-34.27014923095703,-27.66545867919922,-33.06547164916992,-36.24469757080078,-33.57697296142578,-32.36759948730469,-53.34952163696289,-43.454227447509766,-34.941162109375
le chauffeur de taxi est grand,-35.407718658447266,-35.703758239746094,-35.91440200805664,-30.973651885986328,-31.049236297607422,-33.61363220214844,-50.218849182128906,-45.17848587036133,-46.194515228271484,-31.31045150756836,-32.597347259521484,-30.59839630126953,-35.146949768066406,-31.390148162841797,-31.475521087646484,-52.63885498046875,-42.30398941040039,-33.976112365722656
le chauffeur de taxi sont grands,-40.304412841796875,-39.53375244140625,-41.0866813659668,-30.35594940185547,-30.982574462890625,-36.49960708618164,-51.52611541748047,-47.45302200317383,-47.13523864746094,-32.95231246948242,-28.509143829345703,-34.5086555480957,-37.84443664550781,-32.5242919921875,-31.093170166015625,-52.78227233886719,-43.28352355957031,-34.42728042602539
le chauffeur de taxi déménage,-38.04964065551758,-37.03766632080078,-39.69432830810547,-66.94318389892578,-76.38948822021484,-58.035484313964844,-52.036895751953125,-45.87728500366211,-58.849178314208984,-77.67909240722656,-82.37149047851562,-68.03897094726562,-90.57418823242188,-87.77912139892578,-89.15689849853516,-44.15476989746094,-41.70075988769531,-33.03867721557617
le chauffeur de taxi déménagent,-44.217681884765625,-44.02955627441406,-46.706329345703125,-75.58689880371094,-83.91246032714844,-62.640113830566406,-53.80747985839844,-58.11287307739258,-57.09003829956055,-81.62934112548828,-89.0330581665039,-83.86720275878906,-88.5779037475586,-92.23060607910156,-92.15324401855469,-52.08283615112305,-53.73968505859375,-46.2654914855957
le chauffeur de taxi parle,-34.216773986816406,-33.707542419433594,-34.430606842041016,-25.611970901489258,-24.672000885009766,-28.321590423583984,-47.102638244628906,-42.89080810546875,-46.23918914794922,-26.841838836669922,-22.042238235473633,-27.059659957885742,-34.701412200927734,-30.407590866088867,-32.629150390625,-36.601470947265625,-37.03824996948242,-31.940088272094727
le chauffeur de taxi parlent,-37.17436981201172,-37.29465103149414,-39.408023834228516,-29.444168090820312,-30.490310668945312,-33.08734893798828,-51.70330810546875,-50.91293716430664,-50.659217834472656,-31.57724380493164,-25.325050354003906,-34.778724670410156,-38.22047424316406,-37.772701263427734,-37.41211700439453,-41.34675216674805,-43.436214447021484,-40.476806640625
le chauffeur de taxi retourne,-37.554988861083984,-35.74003601074219,-36.60552215576172,-29.45267677307129,-26.474258422851562,-31.644506454467773,-54.563323974609375,-43.243839263916016,-48.41497802734375,-31.805965423583984,-20.751230239868164,-30.625749588012695,-38.48118591308594,-34.66986846923828,-39.701324462890625,-44.24633026123047,-41.018943786621094,-35.396080017089844
le chauffeur de taxi retournent,-46.01792907714844,-44.299903869628906,-43.34800720214844,-34.98778533935547,-28.1456241607666,-35.7076301574707,-60.36702346801758,-62.339908599853516,-55.17690658569336,-37.35163497924805,-26.193317413330078,-34.79941177368164,-46.85844039916992,-41.60365295410156,-46.60594177246094,-44.79959487915039,-44.93532180786133,-39.80296325683594
le danseur est vieux,-27.09316635131836,-29.67106056213379,-25.633586883544922,-28.072744369506836,-24.506757736206055,-25.617773056030273,-35.83009338378906,-30.957462310791016,-29.72869873046875,-32.44719696044922,-29.120037078857422,-30.834339141845703,-29.600360870361328,-28.63577651977539,-25.154542922973633,-39.01948165893555,-32.367130279541016,-29.683128356933594
le danseur sont vieux,-35.71147918701172,-36.23438262939453,-33.366207122802734,-34.167423248291016,-30.520633697509766,-29.91119384765625,-39.96946716308594,-36.24584197998047,-38.83290481567383,-40.24913787841797,-32.947731018066406,-34.63371658325195,-37.229061126708984,-31.667512893676758,-31.013778686523438,-44.83705139160156,-43.324302673339844,-38.20772933959961
le danseur est jeune,-27.460033416748047,-30.64264488220215,-27.66730499267578,-23.25406837463379,-22.962890625,-22.60980224609375,-36.30482864379883,-35.63233184814453,-31.04914093017578,-23.939441680908203,-24.348217010498047,-26.445512771606445,-24.530792236328125,-22.55562973022461,-19.741897583007812,-39.03728485107422,-33.69184875488281,-34.29691696166992
le danseur sont jeunes,-39.644775390625,-44.181427001953125,-42.4045295715332,-32.20307159423828,-30.551713943481445,-30.199533462524414,-51.514404296875,-52.28010559082031,-52.767208099365234,-33.8771858215332,-33.84394836425781,-33.70480728149414,-32.28825759887695,-28.46541404724121,-28.39072036743164,-52.294044494628906,-56.75985336303711,-50.16806411743164
le danseur est petit,-25.69034194946289,-30.685543060302734,-24.873310089111328,-24.48350715637207,-22.693668365478516,-22.03122329711914,-34.84464645385742,-33.24100875854492,-28.52035140991211,-27.148944854736328,-26.440509796142578,-24.901071548461914,-26.602746963500977,-26.024169921875,-21.977855682373047,-41.17837142944336,-33.43034362792969,-35.12010192871094
le danseur sont petits,-32.86090087890625,-33.76140594482422,-30.9849796295166,-32.24604034423828,-30.472017288208008,-27.889663696289062,-40.412017822265625,-34.93928527832031,-33.69218444824219,-34.42766571044922,-30.91968536376953,-31.272647857666016,-31.414684295654297,-28.481409072875977,-26.25957489013672,-40.0561637878418,-38.32951354980469,-34.51421356201172
le danseur est grand,-25.25406265258789,-29.862289428710938,-23.741586685180664,-25.44226837158203,-22.70572853088379,-22.495073318481445,-37.41615295410156,-35.085628509521484,-27.071945190429688,-27.329811096191406,-26.625516891479492,-26.879859924316406,-26.645126342773438,-25.292930603027344,-21.586280822753906,-38.725669860839844,-32.100162506103516,-32.98628234863281
le danseur sont grands,-31.744197845458984,-33.158878326416016,-30.604507446289062,-32.00819778442383,-28.929729461669922,-28.340290069580078,-34.454612731933594,-33.217437744140625,-34.446712493896484,-33.45026397705078,-30.086788177490234,-32.24921417236328,-31.13450050354004,-25.474163055419922,-24.196975708007812,-41.67706298828125,-40.52118682861328,-35.261871337890625
le danseur déménage,-27.389156341552734,-31.3262996673584,-28.9355525970459,-58.03559112548828,-56.208351135253906,-48.780235290527344,-39.00522232055664,-35.9557991027832,-35.32355499267578,-70.1625747680664,-65.9765853881836,-64.36659240722656,-72.03382110595703,-74.7037353515625,-75.78221893310547,-36.729225158691406,-36.058631896972656,-29.945175170898438
le danseur déménagent,-34.91093063354492,-35.66007995605469,-35.77348327636719,-63.64555358886719,-64.13571166992188,-50.6427001953125,-39.752262115478516,-39.60768127441406,-40.75975036621094,-70.88167572021484,-72.22422790527344,-77.71430969238281,-71.11497497558594,-77.93161010742188,-79.18799591064453,-38.83573913574219,-43.77637481689453,-46.460784912109375
le danseur parle,-25.078250885009766,-26.64191436767578,-25.191253662109375,-19.228931427001953,-18.318904876708984,-18.83028793334961,-35.3936882019043,-29.528305053710938,-27.039779663085938,-18.633014678955078,-21.926254272460938,-24.0897216796875,-19.755126953125,-22.400726318359375,-22.399526596069336,-33.97820281982422,-32.29645538330078,-32.83025360107422
le danseur parlent,-27.89919662475586,-29.38250732421875,-29.47249984741211,-29.213592529296875,-24.25831413269043,-25.131227493286133,-34.69252014160156,-31.695308685302734,-31.2005672454834,-27.71730613708496,-27.428022384643555,-33.6131706237793,-25.55887794494629,-26.676490783691406,-26.107942581176758,-37.26045608520508,-36.06877899169922,-40.48057174682617
le danseur retourne,-26.969703674316406,-30.46500015258789,-28.74894905090332,-20.930187225341797,-19.978191375732422,-19.61100196838379,-37.57012176513672,-33.19202423095703,-32.82583999633789,-21.673795700073242,-23.21091651916504,-24.532726287841797,-21.906612396240234,-19.770286560058594,-20.253494262695312,-37.70339584350586,-36.18853759765625,-34.815650939941406
le danseur retournent,-35.41944122314453,-37.448211669921875,-29.70719337463379,-25.82605743408203,-23.253950119018555,-25.402324676513672,-40.496986389160156,-46.995811462402344,-39.28390121459961,-23.914464950561523,-29.066930770874023,-31.45696258544922,-25.88649559020996,-25.81574249267578,-26.8505802154541,-37.38887023925781,-39.72079849243164,-41.43179702758789
l' architecte est vieux,-49.36164093017578,-49.090641021728516,-45.367393493652344,-33.75246810913086,-33.06147766113281,-33.590065002441406,-48.142704010009766,-57.51670837402344,-41.75521469116211,-38.537437438964844,-35.62885284423828,-36.45562744140625,-35.090511322021484,-31.015846252441406,-30.67348861694336,-63.573577880859375,-61.09315490722656,-64.76261901855469
l' architecte sont vieux,-55.76453399658203,-54.97907257080078,-50.225555419921875,-42.77009582519531,-39.17483139038086,-40.266448974609375,-61.802886962890625,-63.581295013427734,-51.16739273071289,-49.255733489990234,-41.37218475341797,-43.92396545410156,-41.7294921875,-36.70100402832031,-36.80891799926758,-69.54619598388672,-63.647361755371094,-63.731597900390625
l' architecte est jeune,-51.060325622558594,-49.646060943603516,-46.169273376464844,-29.89360237121582,-31.587724685668945,-31.971853256225586,-54.00520324707031,-60.1699333190918,-44.284000396728516,-30.29713249206543,-34.50477600097656,-34.110042572021484,-32.009151458740234,-28.366567611694336,-28.58477783203125,-58.21834182739258,-59.662803649902344,-59.2307243347168
l' architecte sont jeunes,-58.931522369384766,-56.38673400878906,-54.431331634521484,-42.103328704833984,-39.22285079956055,-41.1759147644043,-66.86984252929688,-68.37879180908203,-55.39125061035156,-43.81589126586914,-39.944908142089844,-43.18705368041992,-38.825218200683594,-36.97259521484375,-37.50814437866211,-76.40345764160156,-73.33296203613281,-72.25379180908203
l' architecte est petit,-47.228790283203125,-48.561431884765625,-42.179588317871094,-30.038238525390625,-31.778989791870117,-31.406801223754883,-45.88558578491211,-54.60160446166992,-38.6525993347168,-32.70072937011719,-33.834632873535156,-30.503528594970703,-31.33967399597168,-28.285091400146484,-25.545074462890625,-60.93783950805664,-62.168052673339844,-59.77931594848633
l' architecte sont petits,-52.08550262451172,-52.008766174316406,-48.45934295654297,-41.55381774902344,-39.47205352783203,-38.55710983276367,-58.19136047363281,-64.5311508178711,-48.1528434753418,-45.62669372558594,-38.22966003417969,-38.74446105957031,-35.10542678833008,-33.42934036254883,-30.669708251953125,-61.81337356567383,-59.56048583984375,-55.42025375366211
l' architecte est grand,-46.199974060058594,-48.553932189941406,-43.25228500366211,-30.227460861206055,-31.317785263061523,-30.393301010131836,-47.27459716796875,-55.29479217529297,-37.58888244628906,-32.60963439941406,-32.97499084472656,-31.98477554321289,-32.79172134399414,-29.32233428955078,-27.997201919555664,-60.410648345947266,-58.40925979614258,-64.71514129638672
